0.000491,0,0,0
8.08273,0,0,0
16.1598,-0.0320578,-0.992312,1.98639
24.2226,-0.0320578,-0.992312,1.98639
32.2802,-0.0317954,-0.992015,1.98622
40.3668,-0.0316869,-0.991906,1.98656
49.0389,-0.0315157,-0.9917,1.98632
57.1047,-0.0315417,-0.991263,1.98649
65.166,-0.0313535,-0.990846,1.98646
73.2326,-0.0313535,-0.990846,1.98646
81.2963,-0.031155,-0.990449,1.98625
89.3691,-0.0311464,-0.990149,1.98647
97.4315,-0.0308455,-0.989996,1.98664
105.49,-0.0308381,-0.989574,1.98654
113.604,-0.0308381,-0.989574,1.98654
121.666,-0.0306589,-0.989196,1.98653
129.73,-0.030579,-0.98886,1.98636
137.795,-0.0303516,-0.988624,1.98641
145.834,-0.030123,-0.988437,1.98612
153.866,-0.030123,-0.988437,1.98612
161.927,-0.0300592,-0.988001,1.98639
169.954,-0.0298159,-0.987776,1.98634
178.015,-0.0297281,-0.987574,1.9863
186.081,-0.0295882,-0.987211,1.98646
194.18,-0.0295882,-0.987211,1.98646
202.308,-0.0292194,-0.987066,1.98659
210.48,-0.0290352,-0.986779,1.98652
218.657,-0.0289642,-0.986439,1.98664
226.821,-0.0285764,-0.986176,1.98648
235.029,-0.0282512,-0.985948,1.98652
243.202,-0.0282512,-0.985948,1.98652
251.325,-0.0280069,-0.985878,1.98626
259.488,-0.02777,-0.98537,1.98643
267.915,-0.0275013,-0.9852,1.9865
276.055,-0.0271514,-0.985002,1.98621
284.218,-0.0271514,-0.985002,1.98621
292.359,-0.0269545,-0.984606,1.98643
300.509,-0.0264851,-0.984446,1.98659
308.677,-0.026273,-0.984183,1.98639
317.046,-0.0260599,-0.983751,1.98652
325.184,-0.0260599,-0.983751,1.98652
333.584,-0.025529,-0.983497,1.98637
341.75,-0.0252657,-0.983209,1.98643
350.279,-0.0251172,-0.983226,1.98609
358.443,-0.0249119,-0.983054,1.98614
366.62,-0.0244412,-0.982935,1.98642
374.758,-0.0244412,-0.982935,1.98642
383.092,-0.0241033,-0.982823,1.98627
391.198,-0.0238869,-0.982487,1.98642
399.369,-0.0233828,-0.982349,1.98655
407.457,-0.023149,-0.982101,1.98635
415.537,-0.0229692,-0.981853,1.98648
423.656,-0.0229692,-0.981853,1.98648
432.02,-0.0225715,-0.981658,1.98635
440.295,-0.0222461,-0.981456,1.9864
448.713,-0.0222853,-0.981101,1.98646
456.803,-0.0217758,-0.980923,1.98627
465.284,-0.0217758,-0.980923,1.98627
473.553,-0.0214152,-0.980751,1.98634
481.693,-0.0211268,-0.980449,1.9863
490.241,-0.0207701,-0.98034,1.98626
498.403,-0.0203497,-0.980292,1.98649
506.571,-0.0200838,-0.980042,1.98629
514.711,-0.0200838,-0.980042,1.98629
522.882,-0.0197847,-0.979868,1.9864
531.063,-0.0194056,-0.979609,1.98612
539.236,-0.0190701,-0.979475,1.98614
547.584,-0.0189479,-0.979327,1.9863
555.727,-0.018406,-0.979154,1.98612
564.113,-0.018406,-0.979154,1.98612
572.37,-0.0180432,-0.97901,1.98618
580.511,-0.0176668,-0.978785,1.98611
589.024,-0.017335,-0.978716,1.98614
597.381,-0.0169822,-0.978615,1.98623
605.532,-0.0169822,-0.978615,1.98623
613.969,-0.0165732,-0.978377,1.98615
622.057,-0.0163583,-0.978326,1.9862
630.307,-0.0156086,-0.978163,1.98617
638.489,-0.015353,-0.977951,1.98594
646.649,-0.015149,-0.977749,1.98605
654.813,-0.015149,-0.977749,1.98605
662.989,-0.014759,-0.977781,1.98594
671.083,-0.0141925,-0.977513,1.98589
679.436,-0.0141624,-0.977459,1.98615
687.776,-0.0133023,-0.97729,1.98561
695.879,-0.013014,-0.977171,1.9859
704.22,-0.013014,-0.977171,1.9859
712.382,-0.012657,-0.977179,1.98575
720.784,-0.0123522,-0.977084,1.9858
729.29,-0.0118452,-0.977085,1.98598
737.675,-0.0116603,-0.977039,1.98558
745.798,-0.0113993,-0.976928,1.98566
753.946,-0.0113993,-0.976928,1.98566
762.034,-0.0109418,-0.976917,1.98577
770.141,-0.0106896,-0.976811,1.98558
778.238,-0.010435,-0.976695,1.98572
786.324,-0.0100215,-0.976633,1.98563
794.493,-0.0100215,-0.976633,1.98563
802.627,-0.00947072,-0.976772,1.98581
810.788,-0.00951161,-0.976529,1.98586
818.956,-0.00894139,-0.976503,1.98575
827.124,-0.00858832,-0.976519,1.98575
835.256,-0.00815249,-0.976488,1.98554
843.618,-0.00815249,-0.976488,1.98554
851.94,-0.00788116,-0.97636,1.98555
860.333,-0.00763176,-0.976351,1.98553
868.754,-0.00719219,-0.976353,1.98559
877.101,-0.00685672,-0.976253,1.98586
885.492,-0.00685672,-0.976253,1.98586
893.562,-0.00622762,-0.976279,1.98577
901.73,-0.0060318,-0.976183,1.98568
910.12,-0.0058199,-0.97612,1.98585
918.211,-0.00520761,-0.976142,1.9857
926.37,-0.00481358,-0.97612,1.98577
934.959,-0.00481358,-0.97612,1.98577
943.13,-0.00470001,-0.976105,1.98602
951.44,-0.00397056,-0.976076,1.98583
959.811,-0.00363329,-0.976099,1.98594
968.31,-0.00296245,-0.976271,1.98585
976.476,-0.0027992,-0.976101,1.98603
984.572,-0.0027992,-0.976101,1.98603
992.635,-0.00244942,-0.976224,1.98588
1000.7,-0.00224357,-0.976296,1.98564
1008.76,-0.00185564,-0.976206,1.98579
1016.82,-0.00123072,-0.976296,1.98587
1024.88,-0.00123072,-0.976296,1.98587
1032.95,-0.00105131,-0.976209,1.98575
1041.01,-0.000924992,-0.97615,1.98592
1049.07,-6.9601e-06,-0.976164,1.98574
1057.2,0.00020437,-0.976111,1.98568
1065.26,0.000441914,-0.975899,1.9857
1073.32,0.000441914,-0.975899,1.9857
1081.38,0.000831292,-0.975609,1.98538
1089.44,0.00117029,-0.975281,1.98535
1097.57,0.00179678,-0.974911,1.98478
1105.64,0.00202933,-0.974277,1.98461
1113.89,0.00202933,-0.974277,1.98461
1121.94,0.00229186,-0.973897,1.9845
1130.32,0.00255854,-0.973306,1.98435
1138.46,0.00298003,-0.972411,1.98428
1146.64,0.00330928,-0.971783,1.98418
1154.95,0.00330928,-0.971783,1.98418
1163.3,0.00411832,-0.970815,1.98393
1171.66,0.0043958,-0.969789,1.98397
1179.81,0.00482074,-0.968576,1.98404
1188.13,0.00538909,-0.967499,1.98409
1196.25,0.00549571,-0.965647,1.98434
1204.68,0.00549571,-0.965647,1.98434
1212.83,0.00612031,-0.964,1.98475
1221.1,0.00630966,-0.962047,1.98511
1229.63,0.00637328,-0.959696,1.98537
1237.8,0.00715379,-0.95781,1.98567
1245.86,0.00751635,-0.955148,1.98614
1254.2,0.00751635,-0.955148,1.98614
1262.35,0.0078056,-0.952352,1.9867
1270.53,0.00834561,-0.949349,1.98733
1278.71,0.00845417,-0.94561,1.98773
1286.84,0.00874915,-0.942508,1.98825
1294.99,0.00874915,-0.942508,1.98825
1303.16,0.00935585,-0.938765,1.98865
1311.33,0.00945015,-0.934625,1.98912
1319.51,0.00957065,-0.930719,1.98985
1327.92,0.0101518,-0.925904,1.99017
1336.06,0.0105009,-0.921121,1.99071
1344.54,0.0105009,-0.921121,1.99071
1352.9,0.0108234,-0.9159,1.99128
1361.04,0.010523,-0.910871,1.99201
1369.13,0.0112672,-0.905109,1.99222
1377.29,0.0110874,-0.899654,1.99288
1385.38,0.0117541,-0.893204,1.99321
1393.54,0.0117541,-0.893204,1.99321
1401.71,0.0115386,-0.887097,1.99368
1409.86,0.0123019,-0.880225,1.99374
1418.19,0.0124684,-0.873481,1.99409
1426.35,0.0121432,-0.866667,1.99492
1434.67,0.0121432,-0.866667,1.99492
1442.84,0.0125847,-0.859763,1.99513
1450.98,0.0123577,-0.852263,1.99563
1459.16,0.0129334,-0.844475,1.99543
