0.000348,0,0,0
8.06445,0,0,0
16.1326,0,0,0
24.1963,0,0,0
32.2665,0,0,0
40.3368,0,0,0
48.3991,0,0,0
56.4685,0,0,0
64.5321,0,0,0
72.6003,0,0,0
80.6907,0,0,0
88.7528,0,0,0
96.8156,0,0,0
104.876,0,0,0
112.941,0,0,0
121.004,0,0,0
129.075,0,0,0
137.213,0,0,0
145.437,0,0,0
153.612,0,0,0
161.731,0,0,0
169.859,0,0,0
177.983,0,0,0
186.15,0,0,0
194.283,0,0,0
202.455,0,0,0
210.733,0,0,0
219.112,0,0,0
227.246,0,0,0
235.612,-0.47885,-0.370306,0.333587
244.016,-0.47885,-0.370306,0.333587
252.43,-0.478862,-0.370345,0.333568
260.556,-0.478823,-0.370331,0.333569
269.134,-0.478816,-0.370326,0.333562
277.216,-0.478831,-0.370348,0.333595
285.385,-0.478659,-0.370288,0.333751
293.564,-0.478659,-0.370288,0.333751
301.735,-0.478867,-0.370324,0.333609
309.82,-0.478854,-0.370328,0.333582
317.97,-0.478852,-0.370324,0.333577
326.337,-0.478671,-0.370282,0.33378
334.42,-0.478669,-0.370276,0.333762
342.814,-0.478669,-0.370276,0.333762
351.155,-0.478839,-0.370331,0.333594
359.768,-0.478822,-0.370328,0.333571
368.286,-0.478698,-0.370275,0.333753
376.635,-0.478828,-0.370329,0.333562
384.77,-0.478637,-0.370244,0.333701
392.858,-0.478637,-0.370244,0.333701
400.96,-0.478767,-0.370328,0.333516
409.35,-0.478835,-0.370318,0.333575
417.522,-0.478822,-0.370317,0.333593
425.695,-0.478839,-0.370315,0.333575
433.871,-0.478839,-0.370315,0.333575
442.039,-0.478807,-0.370343,0.333501
450.21,-0.478671,-0.370314,0.333745
458.586,-0.478843,-0.370304,0.333557
466.986,-0.47882,-0.370342,0.333545
475.15,-0.478824,-0.370327,0.333568
483.544,-0.478824,-0.370327,0.333568
491.898,-0.478821,-0.370307,0.333605
500.401,-0.478845,-0.370317,0.333605
508.94,-0.478862,-0.37032,0.333593
517.025,-0.478837,-0.370347,0.333597
525.195,-0.478781,-0.370338,0.3335
533.341,-0.478781,-0.370338,0.3335
541.517,-0.478852,-0.370302,0.33358
549.69,-0.478671,-0.370274,0.333749
557.863,-0.478848,-0.370336,0.333596
566.03,-0.478671,-0.370287,0.333742
574.166,-0.478659,-0.370262,0.33374
582.548,-0.478659,-0.370262,0.33374
590.693,-0.478839,-0.370305,0.333579
599.092,-0.478613,-0.370297,0.333715
607.439,-0.478845,-0.370325,0.333601
615.812,-0.478663,-0.370299,0.333754
623.95,-0.478811,-0.370331,0.333539
632.116,-0.478811,-0.370331,0.333539
640.208,-0.478846,-0.370309,0.333571
648.744,-0.478684,-0.370298,0.33373
656.845,-0.478848,-0.370337,0.33354
664.938,-0.478817,-0.370337,0.333543
673.02,-0.478817,-0.370337,0.333543
681.115,-0.478841,-0.37031,0.333563
689.218,-0.478806,-0.370278,0.333547
697.372,-0.478666,-0.370282,0.333736
705.695,-0.478838,-0.370325,0.333581
714.036,-0.478838,-0.370325,0.333581
722.416,-0.478861,-0.370333,0.33357
730.77,-0.478846,-0.370287,0.333571
739.168,-0.478805,-0.370335,0.333569
747.593,-0.478843,-0.37032,0.333576
755.89,-0.478865,-0.370315,0.333556
763.983,-0.478845,-0.370291,0.333589
772.391,-0.478845,-0.370291,0.333589
780.732,-0.478821,-0.370299,0.333588
789.114,-0.478846,-0.370299,0.333591
797.217,-0.478672,-0.370295,0.333762
805.5,-0.478833,-0.37032,0.333547
813.591,-0.478847,-0.370355,0.333575
821.914,-0.478847,-0.370355,0.333575
830.057,-0.478856,-0.370322,0.33356
838.422,-0.47881,-0.370299,0.333568
846.813,-0.478678,-0.370295,0.333762
855.191,-0.478845,-0.370259,0.333617
863.337,-0.478845,-0.370259,0.333617
871.677,-0.478814,-0.370338,0.333548
879.966,-0.478659,-0.370279,0.333751
888.488,-0.478841,-0.370302,0.333558
897.084,-0.478658,-0.370273,0.333761
905.367,-0.478837,-0.37032,0.333565
913.809,-0.478837,-0.37032,0.333565
